qid,label_en,description_en,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_statedIn,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_subtitle,title_ref1_hash,title_ref1_statedIn,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,creator_ref1_hash,creator_ref1_statedIn,creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_statedIn,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_statedIn,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_uuid,country,country_ref1_hash,country_ref1_statedIn,country_ref1_referenceUrl,country_ref1_retrieved_nodeId,country_ref1_retrieved_val,country_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_statedIn,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,height_uuid,height_nodeId,height_val,height_unit,height_ref1_hash,height_ref1_statedIn,height_ref1_referenceUrl,height_ref1_retrieved_nodeId,height_ref1_retrieved_val,height_ref1_retrieved_prec,width_uuid,width_nodeId,width_val,width_unit,width_ref1_hash,width_ref1_statedIn,width_ref1_referenceUrl,width_ref1_retrieved_nodeId,width_ref1_retrieved_val,width_ref1_retrieved_prec,thickness_uuid,thickness_nodeId,thickness_val,thickness_unit,thickness_ref1_hash,thickness_ref1_statedIn,thickness_ref1_referenceUrl,thickness_ref1_retrieved_nodeId,thickness_ref1_retrieved_val,thickness_ref1_retrieved_prec,diameter_uuid,diameter_nodeId,diameter_val,diameter_unit,diameter_ref1_hash,diameter_ref1_statedIn,diameter_ref1_referenceUrl,diameter_ref1_retrieved_nodeId,diameter_ref1_retrieved_val,diameter_ref1_retrieved_prec,inscription_uuid,inscription,inscription_ref1_hash,inscription_ref1_statedIn,inscription_ref1_referenceUrl,inscription_ref1_retrieved_nodeId,inscription_ref1_retrieved_val,inscription_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_statedIn,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_statedIn,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_start_time_nodeId,collection_start_time_val,collection_start_time_prec,collection_end_time_nodeId,collection_end_time_val,collection_end_time_prec,collection_ref1_hash,collection_ref1_statedIn,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec,location_uuid,location,location_ref1_hash,location_ref1_statedIn,location_ref1_referenceUrl,location_ref1_retrieved_nodeId,location_ref1_retrieved_val,location_ref1_retrieved_prec
Q102305506,The Christ of the Breadlines,print by Fritz Eichenberg,60965535-6F8D-4CB7-B702-D6A84E576DA3,2017.001.062,Q18563658,,,,,,,A45D66AB-7151-4804-AD35-5AC919AE2E45,The Christ of the Breadlines,,,,,,,,53CEA12B-CC25-4E6D-8FDB-36C3B8947755,Q2605345,,,,,,,9756EC69-8984-4078-9230-37F9D83C6457,Q11060274,,,,,,,851817CF-D13B-40F3-BE5C-38BD0604507A,d2286155bf180ae2a1a26480f81d9168,1951-01-01T00:00:00Z,9,b4fa61f72799e8827abcd9f3598ae24f,1950-01-01T00:00:00Z,9,14b375b63fff5d9b456c7e30d97bfea0,1952-01-01T00:00:00Z,9,Q5727902,,,,,,,59504A38-F35C-41FD-B9AF-82CFF8B087A5,Q30,,,,,,,FA4DA0A3-3210-4B85-AFBC-1014E809BB92,Q30,,,,,,,54C3F26C-8C5C-48C8-8676-2EB1548E5A6D,077c55efbd962232f8ea4d1fb85b2bf0,13,Q218593,,,,,,,95169CAB-5499-40D4-B58A-C97F47A26D49,226a78c5310d68c16de9991618a7f754,17,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C28F13FA-CE73-4A1B-80EF-AD4312840A8E,Q18563658,24fe94464b7d240a483f7d3e3b746e0f,2017-01-01T00:00:00Z,9,,,,,,,,,,20574CAD-AA2B-4F1B-8783-7010B5691F0B,Q29052,,,,,,
Q102315563,Seated female funerary figure,ceramics by Artist Unknown,9438F518-B646-4E12-AADD-D5FF50DF3346,1994.413,Q18563658,,,,,,,214EE040-DC86-435F-B556-8A09E66D50D6,Seated female funerary figure,,,,,,,,20F3F89E-9994-437E-AE62-747C2579F062,Q4233718,,,,,,,D21BEC90-3793-4C05-8B19-4966E7366050,Q13464614,,,,,,,069780A2-2312-4E03-BFBE-3A4DF94B4CCE,536257104e2d50d0e7c5f7b18e9af75d,-0299-01-01T00:00:00Z,9,2456c401f75d6a53feb931b3c15a41ea,-0799-01-01T00:00:00Z,9,028d40a5e254973bd74519e3096d49b6,0200-01-01T00:00:00Z,9,,,,,,,,C94C51C1-DB57-49B8-AB9F-55B8922BE085,Q96,,,,,,,217DC580-B5F2-4FBB-8155-290E38502DCC,Q96,,,,,,,CFEC72CD-F81C-48F6-8172-35826F769A19,ae18365c2bd1f853b9502d6d2bf311d5,7.75,Q218593,,,,,,,D6081455-0D1E-4D94-BB96-FE39130C0FCB,350b84922c46c1b7460009302005105e,5.75,Q218593,,,,,,,BD87C4B2-C7EE-4922-9ACA-7A4651A64E69,043cc29d7b6ce46d33a55eb5b5b5c391,2,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65EC4059-E823-47A7-94AC-D18B6F98E841,Q18563658,,,,,,,,,,,,,E2EA4AE8-CDEF-4382-87CA-4FE4E5186E36,Q29052,,,,,,
Q102315787,Head of a Young Girl or a Goddess,sculpture by Artist Unknown,B5F33FEE-A2B6-4D77-8764-C3942DC09E1B,1969.014,Q18563658,,,,,,,088176C8-B624-45B7-A92D-CC1583AD1BA3,Head of a Young Girl or a Goddess,,,,,,,,64B8A46B-A8AB-4AD4-B624-6B52E924E4A4,Q4233718,,,,,,,F3B518E6-F330-4C6E-94A6-41AED94AD72A,Q860861,,,,,,,C235698C-73E4-4596-A51E-A55F16957738,0c5b61139b8e83447c4310818cd94f41,-0099-01-01T00:00:00Z,9,dabd3227fd56e41bb26135fc73a09d11,-0200-01-01T00:00:00Z,7,96fc96a849419eeb8fc2e1a86a8455a5,-0100-01-01T00:00:00Z,7,,,,,,,,,,,,,,,,,,,,,,,,842949A5-0B84-42CE-9137-EB764D7DA955,7b49baca2eff1ab785f5cadcf4ed688c,11,Q218593,,,,,,,76C3CEB4-B43B-4F9F-901E-803689434D96,9f3723fc9ba8f3208de6cf808845a843,8.25,Q218593,,,,,,,A0B2F74F-3F34-46BE-8609-0E5769D1B1EB,a81a0d0df44bd20752b69d67d2ad15e7,9.5,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B2100A97-8B6C-48F3-B5A5-9A58210ED588,Q18563658,a6d3d3f909eac633ff4d2b6dcb3390f8,1969-01-01T00:00:00Z,9,,,,,,,,,,130EB27C-102A-4A92-A4E4-3B8CEA29521B,Q29052,,,,,,
Q80566046,Madonna and Child with Apollonia and Another Female Saint,painting by Girolamo Giovenone,919B12DC-61BF-40B7-A85C-9A3EC4223158,1979.0659P,Q18563658,e3a05fe6b39fc4156cd86f32e28ca529ea53c357,,https://www.library.vanderbilt.edu/gallery/collections/samuelkresscollection.php,,,,,,,,,,,,,f546e95b-41ed-ee2b-9c2e-8ffc64a4ea73,Q3104278,,,,,,,EC4698BD-D34D-4076-AAD0-2879EB2DF686,Q3305213,,,,,,,E96BDE89-67F0-4A5B-AABA-9B2D9D84B17A,06346cf1603d99b7d48443a5cf931d04,1530-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C3479869-73B3-4147-81A5-EB878026C033,486c789ee68f0186977421d715798d87,51.25,Q218593,b113c41e47fc3426c8bc9bad706985043b5f85ea,,https://library-artstor-org.proxy.library.vanderbilt.edu/asset/26754871,deaf24e088b13b4d7b839515815ef101,2020-11-10T00:00:00Z,11,BBAF8E0E-2FA5-4E8A-A00C-47FC5C1817B2,69a2d843cb0a52dca6668aad5937bc76,28,Q218593,b113c41e47fc3426c8bc9bad706985043b5f85ea,,https://library-artstor-org.proxy.library.vanderbilt.edu/asset/26754871,deaf24e088b13b4d7b839515815ef101,2020-11-10T00:00:00Z,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB434F98-E696-4046-8EDE-2B55E3995E1A,http://commons.wikimedia.org/wiki/Special:FilePath/Gerolamo%20Giovenone%20-%20Madonna%20and%20Child%20with%20Saint%20Apollonia%20and%20one%20other%20saint.jpg,,,,,,,964FCE8D-B104-41B0-AA9B-A7C1BD82382A,Q18563658,,,,,,,,,,,,,A6CD97A6-F2F4-4B79-AF93-8DE7060A1790,Q18563658,,,,,,
Q90716090,Emily Thorn Vanderbilt Sloane,painting by Benjamin Curtis Porter,,,,,,,,,,,,,,,,,,,85D74003-F401-4CBD-8393-6A790FCC9879,Q4888453,75da126b09f294405739d2c1ab7814bd4943c2f6,,,28c026f855e3967e337424f56f9607cc,2020-04-15T00:00:00Z,11,64a6d2a5-4e31-faff-ccdf-c40f0d8b9c1d,Q3305213,,,,,,,0CCEDFA2-8126-4FA7-8542-8166EF0D8528,a88a154971f37cf79ed7457481134197,1888-01-01T00:00:00Z,9,,,,,,,,75da126b09f294405739d2c1ab7814bd4943c2f6,,,28c026f855e3967e337424f56f9607cc,2020-04-15T00:00:00Z,11,,,,,,,,,,,,,,,,,16D60483-8286-42FB-9528-A092ED9BBDEE,b8f533442480f178b216eb3a29a2f2f4,74,Q218593,75da126b09f294405739d2c1ab7814bd4943c2f6,,,28c026f855e3967e337424f56f9607cc,2020-04-15T00:00:00Z,11,801DA3F1-7067-481B-B5DF-1719A6CF80CB,dae484472d27b30a6895c945ac970a5f,47,Q218593,75da126b09f294405739d2c1ab7814bd4943c2f6,,,28c026f855e3967e337424f56f9607cc,2020-04-15T00:00:00Z,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13DB0152-CFC3-4C82-B66E-C0FCB6832204,http://commons.wikimedia.org/wiki/Special:FilePath/Emily%20Thorn%20Vanderbilt%20Sloane%20White.jpg,75da126b09f294405739d2c1ab7814bd4943c2f6,,,28c026f855e3967e337424f56f9607cc,2020-04-15T00:00:00Z,11,71841F9A-2182-4794-B26F-44C58A3DE77F,Q18563658,,,,,,,75da126b09f294405739d2c1ab7814bd4943c2f6,,,28c026f855e3967e337424f56f9607cc,2020-04-15T00:00:00Z,11,56f2641b-99ec-4628-9de8-487c50256784,Q18563658,,,,,,
Q94002062,Marine Landscape,oil painting,54661199-443f-4b22-edfd-e57d4c9a8a6b,2002.014,Q18563658,,,,,,,475e7421-4aec-63bf-4b67-fba5d893ac4b,Marine Landscape,,,,,,,,e6063df3-43d5-efb5-ecbc-443f6c3b2623,Q2959082,,,,,,,393c89df-4dc3-9dca-0aa9-fff2f89a07b0,Q3305213,,,,,,,D06030D7-267D-42AF-880B-599E760EA63B,19e910ea900e9f417fc7510aa548f8b8,1850-01-01T00:00:00Z,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8d47edf9-43f1-4482-2ed7-ffbed2d9cc33,c4788d7b7a1bbda27f1d678b2dd65358,20.2,Q218593,,,,,,,5d072a1d-45f6-3526-0ab4-c21de6807f94,226a78c5310d68c16de9991618a7f754,17,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d0bae5d9-4011-e68c-c72d-adc551cbbff6,http://commons.wikimedia.org/wiki/Special:FilePath/Paul-Jean%20Clays%20-%20Paysage%20marin.jpg,,,,,,,3f03ddb2-4ed2-1117-c3a5-e6213d91c883,Q18563658,,,,,,,,,,,,,fa4c155c-438c-d6f2-afb6-a0f679894d47,Q18563658,,,,,,
Q94440586,Portrait of a Gentleman,Painting by Michiel van Musscher,871ac1ea-4650-434d-e2f5-e60ffb7d3eb3,1970.007,Q18563658,,,,,,,410124b4-45a2-25ff-5434-09f311e0b3a3,Portrait of a Gentleman,,,,,,,,d417916f-457b-a68a-ca71-5b752e283daf,Q185495,,,,,,,84f4c882-4375-6849-19be-035b4372288e,Q3305213,,,,,,,6d10e003-404c-4ce2-57ae-15a7b49d00ee,abeb23780e013a038ac342b314972da1,1689-01-01T00:00:00Z,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28c7c92d-4420-32c7-7fcf-220f8c27436e,51d98d0d7107a270bdb64279b3218f86,22.25,Q218593,,,,,,,8847ea8b-400b-4f43-a6f1-ebff3f6c1b7d,b3d0c2c11bd23ffebd4d2b8b9577da5e,19.5,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86e5a65f-491e-616c-1c08-b5ce409ca983,Q19652,,,,,,,,,,,,,,,,,1fdfed4a-4ab8-e360-bba9-6ae010282aee,Q18563658,,,,,,,,,,,,,6dd2e633-4eae-f12b-e356-fa1caf593430,Q18563658,,,,,,
Q94543371,"Saint Barbara, in the shape of a roundel, with the four corners of the work added at a later date",Stained Glass by Anonymous,2bb70ea4-47fd-2edf-0137-99f635ec9ebd,1985.012,Q18563658,,,,,,,42f91fea-4766-4b49-0ebb-cfebeb619843,"Saint Barbara, in the shape of a roundel, with the four corners of the work added at a later date",,,,,,,,beeafc55-47d8-fe4d-abd4-95678dd75f95,Q4233718,,,,,,,07623eb8-4c89-9973-ae7d-abe96a9de9e9,Q1473346,,,,,,,b5e60ca8-42a3-8f84-7dc7-99338f245127,7339bad773afdb83fb9023d276846b08,1500-01-01T00:00:00Z,9,,,,,,,,,,,,,,7b4c682c-498a-c51c-d868-f4a3ec08d20d,Q157070,,,,,,,,,,,,,,,28f20925-43a5-73dc-e1c2-2f28422f1876,a81a0d0df44bd20752b69d67d2ad15e7,9.5,Q218593,,,,,,,9ceb39c6-4c81-fb29-6723-dbd5303ca4b2,a81a0d0df44bd20752b69d67d2ad15e7,9.5,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22dab213-43ec-0894-4ea5-4da971ccc8cb,Q19652,,,,,,,,,,,,,,,,,0beb8b16-461c-ac4f-7fdd-641d5caf1d3b,Q18563658,,,,,,,,,,,,,8d44977f-45c1-6e89-d0ef-be906ff7b73f,Q23197,,,,,,
Q94544652,"The Crucifixion with the Virgin Mary, St. Mary Magdalene, St. John the Evangelist, and a Female Saint",Painting by Jacopo di Paolo,51247b35-453c-e013-11bb-492106e96ef0,1979.0653P,Q18563658,,,,,,,a4ade4db-48c2-9d7d-a828-99828aa691e0,"The Crucifixion with the Virgin Mary, St. Mary Magdalene, St. John the Evangelist, and a Female Saint",,,,,,,,285c35d8-40cf-17c0-18df-f0553f9e1179,Q3805978,,,,,,,219c960e-4932-adcd-1064-5a62fcaf4f57,Q3305213,,,,,,,a403a0c0-46c8-0b6a-51bb-bfd4c862711f,c586778917718b23aa6c4c78def116f4,1400-01-01T00:00:00Z,9,,,,,,,,,,,,,,6ecb3bee-4c41-3db7-7512-3d77d39db287,Q38,,,,,,,,,,,,,,,6e6074f2-4b17-fe5b-63f9-79ccae9e21a3,b09d3cd87a1e6696602e0022327d5734,21.5,Q218593,,,,,,,76dc549f-4293-dd2b-9744-49d8bde9e8d5,08d78c689873e8ae232b3e91749d059f,12.25,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e8a7e3e-4c7b-f7ff-6018-50ba50c67763,Q19652,,,,,,,,,,,,,,,,,fb387479-4f48-3e34-e24a-6bde1d40e464,Q18563658,,,,,,,,,,,,,07ff7ade-4dcc-5fe2-61c6-0a1414261d09,Q18563658,,,,,,
Q94549679,Crucifixion of St. Andrew,painting by the school of Rubens,1297783c-4808-bd09-1f07-8df2a345044e,1979.0302P,Q18563658,,,,,,,348fcb5b-414e-664d-9dba-2f1bba3f6108,Crucifixion of St. Andrew,,,,,,,,11ba3f84-4874-e4d0-8ce1-78735c6233c6,Q2251074,,,,,,,1d1248bc-4d0f-47f0-35b2-f0375e814e5b,Q3305213,,,,,,,8786c44f-49ef-d809-ee2e-d1f511cb0aa9,5d985820b54bd879f063440ff194142c,1700-01-01T00:00:00Z,7,e1ac8f781b5bcb24f893df59e8b07a9f,1600-01-01T00:00:00Z,9,990fee0e543b0bf1c07d7d0657275b28,1650-01-01T00:00:00Z,9,,,,,,,,9D0F5A89-E90B-4F8A-A1C5-68DE06135FC8,Q157070,,,,,,,8a4dada9-49d5-59e8-99a8-d0c4e100a465,Q157070,,,,,,,ed6aa207-4dba-498f-f022-91781d70f0a9,fd9f75432299ed95cc0ac75f4922ee7d,29.75,Q218593,,,,,,,d5ef9ea1-4b9f-27b6-3d7d-e82f2991bdca,1e4162c705450a947b7f833bdf0a8515,38.25,Q218593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be3c01b6-4c4d-a8e2-5924-7045f1fc96a8,Q19652,,,,,,,,,,,,,,,,,c038bf8e-48ae-a206-f9a1-9297942c825e,Q18563658,,,,,,,,,,,,,f79f4295-4845-b5f5-045f-0f9a481ece72,Q18563658,,,,,,
